FINCA;GRUPO;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12
EVA;TRINCHEO;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056
SAMI;TRINCHEO;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056
VEGA;TRINCHEO;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056
FEDERICA;TRINCHEO;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056
NEERLANDIA;TRINCHEO;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056
SAN ANTONIO;TRINCHEO;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056
MRS;TRINCHEO;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056
DON FUAD;TRINCHEO;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056
EUFEMIA;TRINCHEO;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056
OLGA;TRINCHEO;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056
DON SAID;TRINCHEO;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056
ASUNTINA;TRINCHEO;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056
PORLAMAR;TRINCHEO;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056
EL MORRO;TRINCHEO;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056
LA PERLA;TRINCHEO;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056
ARACATACA;TRINCHEO;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056
BOCATOMA;TRINCHEO;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056
