FINCA;GRUPO;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12
LA PERLA;CONTROL FUSARIUM;127155.7392;116098.7184;116098.7184;121627.2288;127155.7392;110570.208;127155.7392;121627.2288;116098.7184;127155.7392;116098.7184;110570.208;28556.740431553622;26073.545611418525;26073.545611418525;27315.143021486074;28556.740431553622;24831.948201350977;28556.740431553622;27315.143021486074;26073.545611418525;28556.740431553622;26073.545611418525;24831.948201350977;61304.00323094265;55973.22034129548;55973.22034129548;58638.611786119065;61304.00323094265;53307.828896471874;61304.00323094265;58638.611786119065;55973.22034129548;61304.00323094265;55973.22034129548;53307.828896471874;217016.48286249625;198145.484352714;198145.484352714;207580.98360760513;217016.48286249625;188709.98509782285;217016.48286249625;207580.98360760513;198145.484352714;217016.48286249625;198145.484352714;188709.98509782285
ARACATACA;CONTROL FUSARIUM;1017245.9136;928789.7472;928789.7472;973017.8304;1017245.9136;884561.664;1017245.9136;973017.8304;928789.7472;1017245.9136;928789.7472;884561.664;228453.92345242898;208588.3648913482;208588.3648913482;218521.1441718886;228453.92345242898;198655.58561080782;228453.92345242898;218521.1441718886;208588.3648913482;228453.92345242898;208588.3648913482;198655.58561080782;490432.0258475412;447785.7627303638;447785.7627303638;469108.8942889525;490432.0258475412;426462.631171775;490432.0258475412;469108.8942889525;447785.7627303638;490432.0258475412;447785.7627303638;426462.631171775;1736131.86289997;1585163.874821712;1585163.874821712;1660647.868860841;1736131.86289997;1509679.8807825828;1736131.86289997;1660647.868860841;1585163.874821712;1736131.86289997;1585163.874821712;1509679.8807825828
BOCATOMA;CONTROL FUSARIUM;2053564.4281599997;1874993.60832;1874993.60832;1964279.0182400001;2053564.4281599997;1785708.1984;2053564.4281599997;1964279.0182400001;1874993.60832;2053564.4281599997;1874993.60832;1785708.1984;461191.1873061327;421087.6058012517;421087.6058012517;441139.3965536923;461191.1873061327;401035.81504881114;461191.1873061327;441139.3965536923;421087.6058012517;461191.1873061327;421087.6058012517;401035.81504881114;990059.2858090163;903967.1739995369;903967.1739995369;947013.2299042768;990059.2858090163;860921.1180947969;990059.2858090163;947013.2299042768;903967.1739995369;990059.2858090163;903967.1739995369;860921.1180947969;3504814.9012751486;3200048.3881207886;3200048.3881207886;3352431.6446979693;3504814.9012751486;3047665.131543608;3504814.9012751486;3352431.6446979693;3200048.3881207886;3504814.9012751486;3200048.3881207886;3047665.131543608
JOYA;CONTROL FUSARIUM;247953.69143999997;226392.50088;226392.50088;237173.09616000004;247953.69143999997;215611.9056;247953.69143999997;237173.09616000004;226392.50088;247953.69143999997;226392.50088;215611.9056;55685.643841529556;50843.413942266125;50843.413942266125;53264.528891897855;55685.643841529556;48422.29899263441;55685.643841529556;53264.528891897855;50843.413942266125;55685.643841529556;50843.413942266125;48422.29899263441;119542.80630033817;109147.77966552618;109147.77966552618;114345.2929829322;119542.80630033817;103950.26634812016;119542.80630033817;114345.2929829322;109147.77966552618;119542.80630033817;109147.77966552618;103950.26634812016;423182.1415818677;386383.6944877923;386383.6944877923;404782.9180348301;423182.1415818677;367984.4709407546;423182.1415818677;404782.9180348301;386383.6944877923;423182.1415818677;386383.6944877923;367984.4709407546
ESMERALDA;CONTROL FUSARIUM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NARANJOS;CONTROL FUSARIUM;495907.38287999993;452785.00176;452785.00176;474346.1923200001;495907.38287999993;431223.8112;495907.38287999993;474346.1923200001;452785.00176;495907.38287999993;452785.00176;431223.8112;111371.28768305911;101686.82788453225;101686.82788453225;106529.05778379571;111371.28768305911;96844.59798526882;111371.28768305911;106529.05778379571;101686.82788453225;111371.28768305911;101686.82788453225;96844.59798526882;239085.61260067634;218295.55933105235;218295.55933105235;228690.5859658644;239085.61260067634;207900.53269624032;239085.61260067634;228690.5859658644;218295.55933105235;239085.61260067634;218295.55933105235;207900.53269624032;846364.2831637354;772767.3889755846;772767.3889755846;809565.8360696601;846364.2831637354;735968.9418815091;846364.2831637354;809565.8360696601;772767.3889755846;846364.2831637354;772767.3889755846;735968.9418815091
YUNQUE;CONTROL FUSARIUM;247953.69143999997;226392.50088;226392.50088;237173.09616000004;247953.69143999997;215611.9056;247953.69143999997;237173.09616000004;226392.50088;247953.69143999997;226392.50088;215611.9056;55685.643841529556;50843.413942266125;50843.413942266125;53264.528891897855;55685.643841529556;48422.29899263441;55685.643841529556;53264.528891897855;50843.413942266125;55685.643841529556;50843.413942266125;48422.29899263441;119542.80630033817;109147.77966552618;109147.77966552618;114345.2929829322;119542.80630033817;103950.26634812016;119542.80630033817;114345.2929829322;109147.77966552618;119542.80630033817;109147.77966552618;103950.26634812016;423182.1415818677;386383.6944877923;386383.6944877923;404782.9180348301;423182.1415818677;367984.4709407546;423182.1415818677;404782.9180348301;386383.6944877923;423182.1415818677;386383.6944877923;367984.4709407546
DONAMA;CONTROL FUSARIUM;619884.2285999999;565981.2522;565981.2522;592932.7404000001;619884.2285999999;539029.764;619884.2285999999;592932.7404000001;565981.2522;619884.2285999999;565981.2522;539029.764;139214.1096038239;127108.53485566532;127108.53485566532;133161.32222974463;139214.1096038239;121055.747481586;139214.1096038239;133161.32222974463;127108.53485566532;139214.1096038239;127108.53485566532;121055.747481586;298857.0157508454;272869.4491638154;272869.4491638154;285863.2324573305;298857.0157508454;259875.66587030038;298857.0157508454;285863.2324573305;272869.4491638154;298857.0157508454;272869.4491638154;259875.66587030038;1057955.353954669;965959.2362194806;965959.2362194806;1011957.2950870753;1057955.353954669;919961.1773518863;1057955.353954669;1011957.2950870753;965959.2362194806;1057955.353954669;965959.2362194806;919961.1773518863
BURDEOS;CONTROL FUSARIUM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DON MARCE SUR 2;CONTROL FUSARIUM;101724.59135999999;92878.97472000001;92878.97472000001;97301.78304000001;101724.59135999999;88456.1664;101724.59135999999;97301.78304000001;92878.97472000001;101724.59135999999;92878.97472000001;88456.1664;22845.392345242897;20858.836489134825;20858.836489134825;21852.114417188863;22845.392345242897;19865.558561080783;22845.392345242897;21852.114417188863;20858.836489134825;22845.392345242897;20858.836489134825;19865.558561080783;49043.20258475412;44778.576273036386;44778.576273036386;46910.88942889526;49043.20258475412;42646.26311717751;49043.20258475412;46910.88942889526;44778.576273036386;49043.20258475412;44778.576273036386;42646.26311717751;173613.18628999701;158516.38748217124;158516.38748217124;166064.78688608413;173613.18628999701;150967.9880782583;173613.18628999701;166064.78688608413;158516.38748217124;173613.18628999701;158516.38748217124;150967.9880782583
LAS MARGARITAS;CONTROL FUSARIUM;762934.4352000001;696592.3104;696592.3104;729763.3728;762934.4352000001;663421.248;762934.4352000001;729763.3728;696592.3104;762934.4352000001;696592.3104;663421.248;171340.44258932176;156441.27366851116;156441.27366851116;163890.85812891644;171340.44258932176;148991.68920810588;171340.44258932176;163890.85812891644;156441.27366851116;171340.44258932176;156441.27366851116;148991.68920810588;367824.019385656;335839.3220477728;335839.3220477728;351831.6707167144;367824.019385656;319846.9733788313;367824.019385656;351831.6707167144;335839.3220477728;367824.019385656;335839.3220477728;319846.9733788313;1302098.8971749777;1188872.906116284;1188872.906116284;1245485.9016456308;1302098.8971749777;1132259.9105869373;1302098.8971749777;1245485.9016456308;1188872.906116284;1302098.8971749777;1188872.906116284;1132259.9105869373
LA CECILIA;CONTROL FUSARIUM;254311.4784;232197.4368;232197.4368;243254.4576;254311.4784;221140.416;254311.4784;243254.4576;232197.4368;254311.4784;232197.4368;221140.416;57113.480863107245;52147.09122283705;52147.09122283705;54630.28604297215;57113.480863107245;49663.896402701954;57113.480863107245;54630.28604297215;52147.09122283705;57113.480863107245;52147.09122283705;49663.896402701954;122608.0064618853;111946.44068259095;111946.44068259095;117277.22357223813;122608.0064618853;106615.65779294375;122608.0064618853;117277.22357223813;111946.44068259095;122608.0064618853;111946.44068259095;106615.65779294375;434032.9657249925;396290.968705428;396290.968705428;415161.96721521026;434032.9657249925;377419.9701956457;434032.9657249925;415161.96721521026;396290.968705428;434032.9657249925;396290.968705428;377419.9701956457
JOSEFINA;CONTROL FUSARIUM;247953.69143999997;226392.50088;226392.50088;237173.09616000004;247953.69143999997;215611.9056;247953.69143999997;237173.09616000004;226392.50088;247953.69143999997;226392.50088;215611.9056;55685.643841529556;50843.413942266125;50843.413942266125;53264.528891897855;55685.643841529556;48422.29899263441;55685.643841529556;53264.528891897855;50843.413942266125;55685.643841529556;50843.413942266125;48422.29899263441;119542.80630033817;109147.77966552618;109147.77966552618;114345.2929829322;119542.80630033817;103950.26634812016;119542.80630033817;114345.2929829322;109147.77966552618;119542.80630033817;109147.77966552618;103950.26634812016;423182.1415818677;386383.6944877923;386383.6944877923;404782.9180348301;423182.1415818677;367984.4709407546;423182.1415818677;404782.9180348301;386383.6944877923;423182.1415818677;386383.6944877923;367984.4709407546
SAN ALFREDO;CONTROL FUSARIUM;247953.69143999997;226392.50088;226392.50088;237173.09616000004;247953.69143999997;215611.9056;247953.69143999997;237173.09616000004;226392.50088;247953.69143999997;226392.50088;215611.9056;55685.643841529556;50843.413942266125;50843.413942266125;53264.528891897855;55685.643841529556;48422.29899263441;55685.643841529556;53264.528891897855;50843.413942266125;55685.643841529556;50843.413942266125;48422.29899263441;119542.80630033817;109147.77966552618;109147.77966552618;114345.2929829322;119542.80630033817;103950.26634812016;119542.80630033817;114345.2929829322;109147.77966552618;119542.80630033817;109147.77966552618;103950.26634812016;423182.1415818677;386383.6944877923;386383.6944877923;404782.9180348301;423182.1415818677;367984.4709407546;423182.1415818677;404782.9180348301;386383.6944877923;423182.1415818677;386383.6944877923;367984.4709407546
VICTORIA;CONTROL FUSARIUM;762934.4352000001;696592.3104;696592.3104;729763.3728;762934.4352000001;663421.248;762934.4352000001;729763.3728;696592.3104;762934.4352000001;696592.3104;663421.248;171340.44258932176;156441.27366851116;156441.27366851116;163890.85812891644;171340.44258932176;148991.68920810588;171340.44258932176;163890.85812891644;156441.27366851116;171340.44258932176;156441.27366851116;148991.68920810588;367824.019385656;335839.3220477728;335839.3220477728;351831.6707167144;367824.019385656;319846.9733788313;367824.019385656;351831.6707167144;335839.3220477728;367824.019385656;335839.3220477728;319846.9733788313;1302098.8971749777;1188872.906116284;1188872.906116284;1245485.9016456308;1302098.8971749777;1132259.9105869373;1302098.8971749777;1245485.9016456308;1188872.906116284;1302098.8971749777;1188872.906116284;1132259.9105869373
CIRCASIA;CONTROL FUSARIUM;1058571.409056;966521.721312;966521.721312;1012546.5651840001;1058571.409056;920496.8774400001;1058571.409056;1012546.5651840001;966521.721312;1058571.409056;966521.721312;920496.8774400001;237734.83719149476;217062.2426531039;217062.2426531039;227398.53992229933;237734.83719149476;206725.9453839085;237734.83719149476;227398.53992229933;217062.2426531039;237734.83719149476;217062.2426531039;206725.9453839085;510355.7691476387;465977.00661306136;465977.00661306136;488166.38788035006;510355.7691476387;443787.6253457728;510355.7691476387;488166.38788035006;465977.00661306136;510355.7691476387;465977.00661306136;443787.6253457728;1806662.0153951333;1649560.9705781653;1649560.9705781653;1728111.4929866493;1806662.0153951333;1571010.4481696815;1806662.0153951333;1728111.4929866493;1649560.9705781653;1806662.0153951333;1649560.9705781653;1571010.4481696815
CIENAGA;CONTROL FUSARIUM;403719.39596799994;368613.36153600004;368613.36153600004;386166.37875200005;403719.39596799994;351060.34432000003;403719.39596799994;386166.37875200005;368613.36153600004;403719.39596799994;368613.36153600004;351060.34432000003;90667.63380383691;82783.49173393806;82783.49173393806;86725.56276888752;90667.63380383691;78841.42069898863;90667.63380383691;86725.56276888752;82783.49173393806;90667.63380383691;82783.49173393806;78841.42069898863;194640.17362117217;177714.94113237463;177714.94113237463;186177.55737677345;194640.17362117217;169252.32488797582;194640.17362117217;186177.55737677345;177714.94113237463;194640.17362117217;177714.94113237463;169252.32488797582;689027.203393009;629111.7944023127;629111.7944023127;659069.498897661;689027.203393009;599154.0899069645;689027.203393009;659069.498897661;629111.7944023127;689027.203393009;629111.7944023127;599154.0899069645
MARIA;CONTROL FUSARIUM;403719.39596799994;368613.36153600004;368613.36153600004;386166.37875200005;403719.39596799994;351060.34432000003;403719.39596799994;386166.37875200005;368613.36153600004;403719.39596799994;368613.36153600004;351060.34432000003;90667.63380383691;82783.49173393806;82783.49173393806;86725.56276888752;90667.63380383691;78841.42069898863;90667.63380383691;86725.56276888752;82783.49173393806;90667.63380383691;82783.49173393806;78841.42069898863;194640.17362117217;177714.94113237463;177714.94113237463;186177.55737677345;194640.17362117217;169252.32488797582;194640.17362117217;186177.55737677345;177714.94113237463;194640.17362117217;177714.94113237463;169252.32488797582;689027.203393009;629111.7944023127;629111.7944023127;659069.498897661;689027.203393009;599154.0899069645;689027.203393009;659069.498897661;629111.7944023127;689027.203393009;629111.7944023127;599154.0899069645
REMANSO;CONTROL FUSARIUM;1900978.020256;1735675.583712;1735675.583712;1818326.801984;1900978.020256;1653024.36544;1900978.020256;1818326.801984;1735675.583712;1900978.020256;1735675.583712;1653024.36544;426923.2063930252;389799.4493153708;389799.4493153708;408361.327854198;426923.2063930252;371237.57077654364;426923.2063930252;408361.327854198;389799.4493153708;426923.2063930252;389799.4493153708;371237.57077654364;916494.7129317212;836799.5205028758;836799.5205028758;876647.1167172986;916494.7129317212;796951.9242884533;916494.7129317212;876647.1167172986;836799.5205028758;916494.7129317212;836799.5205028758;796951.9242884533;3244395.939580747;2962274.553530247;2962274.553530247;3103335.2465554965;3244395.939580747;2821213.860504997;3244395.939580747;3103335.2465554965;2962274.553530247;3244395.939580747;2962274.553530247;2821213.860504997
PIEDECUESTA;CONTROL FUSARIUM;743861.0743199999;679177.5026400001;679177.5026400001;711519.2884800001;743861.0743199999;646835.7168;743861.0743199999;711519.2884800001;679177.5026400001;743861.0743199999;679177.5026400001;646835.7168;167056.93152458867;152530.2418267984;152530.2418267984;159793.58667569357;167056.93152458867;145266.89697790323;167056.93152458867;159793.58667569357;152530.2418267984;167056.93152458867;152530.2418267984;145266.89697790323;358628.41890101455;327443.3389965786;327443.3389965786;343035.8789487966;358628.41890101455;311850.7990443605;358628.41890101455;343035.8789487966;327443.3389965786;358628.41890101455;327443.3389965786;311850.7990443605;1269546.4247456032;1159151.083463377;1159151.083463377;1214348.7541044902;1269546.4247456032;1103953.4128222638;1269546.4247456032;1214348.7541044902;1159151.083463377;1269546.4247456032;1159151.083463377;1103953.4128222638
NAUTICA;CONTROL FUSARIUM;2034491.8272;1857579.4944;1857579.4944;1946035.6608;2034491.8272;1769123.328;2034491.8272;1946035.6608;1857579.4944;2034491.8272;1857579.4944;1769123.328;456907.84690485796;417176.7297826964;417176.7297826964;437042.2883437772;456907.84690485796;397311.17122161563;456907.84690485796;437042.2883437772;417176.7297826964;456907.84690485796;417176.7297826964;397311.17122161563;980864.0516950825;895571.5254607276;895571.5254607276;938217.788577905;980864.0516950825;852925.26234355;980864.0516950825;938217.788577905;895571.5254607276;980864.0516950825;895571.5254607276;852925.26234355;3472263.72579994;3170327.749643424;3170327.749643424;3321295.737721682;3472263.72579994;3019359.7615651656;3472263.72579994;3321295.737721682;3170327.749643424;3472263.72579994;3170327.749643424;3019359.7615651656
LAS LINAS;CONTROL FUSARIUM;1482953.80842;1354001.30334;1354001.30334;1418477.5558800003;1482953.80842;1289525.0508;1482953.80842;1418477.5558800003;1354001.30334;1482953.80842;1354001.30334;1289525.0508;333042.9852829941;304082.7256931686;304082.7256931686;318562.8554880814;333042.9852829941;289602.5958982558;333042.9852829941;318562.8554880814;304082.7256931686;333042.9852829941;304082.7256931686;289602.5958982558;714957.9376808687;652787.6822303585;652787.6822303585;683872.8099556137;714957.9376808687;621702.5545051034;714957.9376808687;683872.8099556137;652787.6822303585;714957.9376808687;652787.6822303585;621702.5545051034;2530954.731383863;2310871.711263527;2310871.711263527;2420913.2213236955;2530954.731383863;2200830.2012033593;2530954.731383863;2420913.2213236955;2310871.711263527;2530954.731383863;2310871.711263527;2200830.2012033593
DON ALI;CONTROL FUSARIUM;4291506.198;3918331.746;3918331.746;4104918.9720000005;4291506.198;3731744.52;4291506.198;4104918.9720000005;3918331.746;4291506.198;3918331.746;3731744.52;963789.9895649347;879982.1643853752;879982.1643853752;921886.0769751552;963789.9895649347;838078.2517955955;963789.9895649347;921886.0769751552;879982.1643853752;963789.9895649347;879982.1643853752;838078.2517955955;2069010.1090443148;1889096.1865187222;1889096.1865187222;1979053.1477815188;2069010.1090443148;1799139.2252559257;2069010.1090443148;1979053.1477815188;1889096.1865187222;2069010.1090443148;1889096.1865187222;1799139.2252559257;7324306.296609249;6687410.096904097;6687410.096904097;7005858.196756674;7324306.296609249;6368961.99705152;7324306.296609249;7005858.196756674;6687410.096904097;7324306.296609249;6687410.096904097;6368961.99705152
DR4 DON ALI;CONTROL FUSARIUM;670746.123712;612420.373824;612420.373824;641583.2487680002;670746.123712;583257.4988800001;670746.123712;641583.2487680002;612420.373824;670746.123712;612420.373824;583257.4988800001;150636.71581655467;137537.8709629412;137537.8709629412;144087.29338974797;150636.71581655467;130988.4485361345;150636.71581655467;144087.29338974797;137537.8709629412;150636.71581655467;137537.8709629412;130988.4485361345;323378.42392239196;295258.5609726187;295258.5609726187;309318.4924475054;323378.42392239196;281198.62949773215;323378.42392239196;309318.4924475054;295258.5609726187;323378.42392239196;295258.5609726187;281198.62949773215;1144761.2634509467;1045216.8057595599;1045216.8057595599;1094989.0346052535;1144761.2634509467;995444.5769138668;1144761.2634509467;1094989.0346052535;1045216.8057595599;1144761.2634509467;1045216.8057595599;995444.5769138668
DON CARLOS;CONTROL FUSARIUM;484463.366352;442336.11710400006;442336.11710400006;463399.7417280001;484463.366352;421272.49248;484463.366352;463399.7417280001;442336.11710400006;484463.366352;442336.11710400006;421272.49248;108801.1810442193;99340.20877950458;99340.20877950458;104070.69491186197;108801.1810442193;94609.72264714722;108801.1810442193;104070.69491186197;99340.20877950458;108801.1810442193;99340.20877950458;94609.72264714722;233568.2523098915;213257.96950033578;213257.96950033578;223413.1109051137;233568.2523098915;203102.82809555787;233568.2523098915;223413.1109051137;213257.96950033578;233568.2523098915;213257.96950033578;203102.82809555787;826832.7997061108;754934.2953838405;754934.2953838405;790883.5475449758;826832.7997061108;718985.0432227051;826832.7997061108;790883.5475449758;754934.2953838405;826832.7997061108;754934.2953838405;718985.0432227051
EVA NORTE;CONTROL FUSARIUM;11278713.1912;10297955.5224;10297955.5224;10788334.356800001;11278713.1912;9807576.688000001;11278713.1912;10788334.356800001;10297955.5224;11278713.1912;10297955.5224;9807576.688000001;2532982.6795819392;2312723.3161400314;2312723.3161400314;2422852.997860986;2532982.6795819392;2202593.634419078;2532982.6795819392;2422852.997860986;2312723.3161400314;2532982.6795819392;2312723.3161400314;2202593.634419078;5437664.664326849;4964824.25873321;4964824.25873321;5201244.461530031;5437664.664326849;4728404.0559363905;5437664.664326849;5201244.461530031;4964824.25873321;5437664.664326849;4964824.25873321;4728404.0559363905;19249360.53510879;17575503.09727324;17575503.09727324;18412431.816191018;19249360.53510879;16738574.37835547;19249360.53510879;18412431.816191018;17575503.09727324;19249360.53510879;17575503.09727324;16738574.37835547
DON PEDRO;CONTROL FUSARIUM;2943655.3624799997;2687685.33096;2687685.33096;2815670.3467200003;2943655.3624799997;2559700.3152;2943655.3624799997;2815670.3467200003;2687685.33096;2943655.3624799997;2687685.33096;2559700.3152;661088.5409904664;603602.5809043389;603602.5809043389;632345.5609474027;661088.5409904664;574859.6008612751;661088.5409904664;632345.5609474027;603602.5809043389;661088.5409904664;603602.5809043389;574859.6008612751;1419187.6747963226;1295780.0509009901;1295780.0509009901;1357483.8628486567;1419187.6747963226;1234076.2389533238;1419187.6747963226;1357483.8628486567;1295780.0509009901;1419187.6747963226;1295780.0509009901;1234076.2389533238;5023931.578266788;4587067.962765329;4587067.962765329;4805499.77051606;5023931.578266788;4368636.155014599;5023931.578266788;4805499.77051606;4587067.962765329;5023931.578266788;4587067.962765329;4368636.155014599
LA VELA;CONTROL FUSARIUM;3534929.54976;3227544.37152;3227544.37152;3381236.96064;3534929.54976;3073851.7824;3534929.54976;3381236.96064;3227544.37152;3534929.54976;3227544.37152;3073851.7824;793877.3839971907;724844.5679974351;724844.5679974351;759360.9759973129;793877.3839971907;690328.1599975572;793877.3839971907;759360.9759973129;724844.5679974351;793877.3839971907;724844.5679974351;690328.1599975572;1704251.289820206;1556055.525488014;1556055.525488014;1630153.4076541099;1704251.289820206;1481957.643321918;1704251.289820206;1630153.4076541099;1556055.525488014;1704251.289820206;1556055.525488014;1481957.643321918;6033058.223577397;5508444.465005449;5508444.465005449;5770751.3442914225;6033058.223577397;5246137.5857194755;6033058.223577397;5770751.3442914225;5508444.465005449;6033058.223577397;5508444.465005449;5246137.5857194755
ESPERANZA;CONTROL FUSARIUM;495907.38287999993;452785.00176;452785.00176;474346.1923200001;495907.38287999993;431223.8112;495907.38287999993;474346.1923200001;452785.00176;495907.38287999993;452785.00176;431223.8112;111371.28768305911;101686.82788453225;101686.82788453225;106529.05778379571;111371.28768305911;96844.59798526882;111371.28768305911;106529.05778379571;101686.82788453225;111371.28768305911;101686.82788453225;96844.59798526882;239085.61260067634;218295.55933105235;218295.55933105235;228690.5859658644;239085.61260067634;207900.53269624032;239085.61260067634;228690.5859658644;218295.55933105235;239085.61260067634;218295.55933105235;207900.53269624032;846364.2831637354;772767.3889755846;772767.3889755846;809565.8360696601;846364.2831637354;735968.9418815091;846364.2831637354;809565.8360696601;772767.3889755846;846364.2831637354;772767.3889755846;735968.9418815091
LINA MARGARITA;CONTROL FUSARIUM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DON MARCE;CONTROL FUSARIUM;762934.4352000001;696592.3104;696592.3104;729763.3728;762934.4352000001;663421.248;762934.4352000001;729763.3728;696592.3104;762934.4352000001;696592.3104;663421.248;171340.44258932176;156441.27366851116;156441.27366851116;163890.85812891644;171340.44258932176;148991.68920810588;171340.44258932176;163890.85812891644;156441.27366851116;171340.44258932176;156441.27366851116;148991.68920810588;367824.019385656;335839.3220477728;335839.3220477728;351831.6707167144;367824.019385656;319846.9733788313;367824.019385656;351831.6707167144;335839.3220477728;367824.019385656;335839.3220477728;319846.9733788313;1302098.8971749777;1188872.906116284;1188872.906116284;1245485.9016456308;1302098.8971749777;1132259.9105869373;1302098.8971749777;1245485.9016456308;1188872.906116284;1302098.8971749777;1188872.906116284;1132259.9105869373
ENANO;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EVA;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAMI;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VEGA;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FEDERICA;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NEERLANDIA;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAN ANTONIO;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MRS;PORTERO;631506.8020169999;576593.167059;576593.167059;604049.9845380001;631506.8020169999;549136.34958;631506.8020169999;604049.9845380001;576593.167059;631506.8020169999;576593.167059;549136.34958;141824.3166955691;129491.76741769355;129491.76741769355;135658.04205663136;141824.3166955691;123325.49277875577;141824.3166955691;135658.04205663136;129491.76741769355;141824.3166955691;129491.76741769355;123325.49277875577;304460.46143713844;277985.63870347425;277985.63870347425;291223.05007030634;304460.46143713844;264748.22733664216;304460.46143713844;291223.05007030634;277985.63870347425;304460.46143713844;277985.63870347425;264748.22733664216;1077791.5801497074;984070.5731801677;984070.5731801677;1030931.0766649377;1077791.5801497074;937210.069695398;1077791.5801497074;1030931.0766649377;984070.5731801677;1077791.5801497074;984070.5731801677;937210.069695398
DON FUAD;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
