FINCA;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;TOTAL;DETALLE
LA VELA;423500.0;423500.0;1963500.0;15823500.0;423500.0;2698000.0;412500.0;412500.0;1912500.0;412500.0;412500.0;30412500.0;55730500.0;Actividades de Bienestar
ESPERANZA;412500.0;415250.0;1925250.0;15515250.0;415250.0;2520500.0;368500.0;368500.0;1708500.0;368500.0;368500.0;27168500.0;51555000.0;Actividades de Bienestar
LINA MARGARITA;247500.0;247500.0;1147500.0;9247500.0;264000.0;1970250.0;308000.0;308000.0;1428000.0;308000.0;308000.0;22708000.0;38492250.0;Actividades de Bienestar
DON MARCE;379500.0;470250.0;2613750.0;23324250.0;624250.0;4029250.0;624250.0;624250.0;2894250.0;624250.0;624250.0;46024250.0;82856750.0;Actividades de Bienestar
ENANO;0.0;0.0;48360000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33480000.0;81840000.0;Firma de pacto + Fin de ano
EVA;0.0;0.0;35100000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24300000.0;59400000.0;Firma de pacto + Fin de ano
SAMI;0.0;0.0;50180000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34740000.0;84920000.0;Firma de pacto + Fin de ano
VEGA;0.0;0.0;19500000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13500000.0;33000000.0;Firma de pacto + Fin de ano
FEDERICA;0.0;0.0;54860000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39060000.0;93920000.0;Firma de pacto + Fin de ano
NEERLANDIA;0.0;0.0;37440000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25920000.0;63360000.0;Firma de pacto + Fin de ano
SAN ANTONIO;0.0;0.0;40820000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28260000.0;69080000.0;Firma de pacto + Fin de ano
MRS;0.0;0.0;16120000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11160000.0;27280000.0;Firma de pacto + Fin de ano
DON FUAD;0.0;0.0;50440000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34920000.0;85360000.0;Firma de pacto + Fin de ano
EUFEMIA;0.0;0.0;79560000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52740000.0;132300000.0;Firma de pacto + Fin de ano
OLGA;0.0;0.0;13780000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9540000.0;23320000.0;Firma de pacto + Fin de ano
DON SAID;0.0;0.0;159900000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110700000.0;270600000.0;Firma de pacto + Fin de ano
ASUNTINA;0.0;0.0;72280000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50040000.0;122320000.0;Firma de pacto + Fin de ano
PORLAMAR;0.0;0.0;142220000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98460000.0;240680000.0;Firma de pacto + Fin de ano
EL MORRO;0.0;0.0;14040000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9720000.0;23760000.0;Firma de pacto + Fin de ano
LA PERLA;0.0;0.0;16120000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11160000.0;27280000.0;Firma de pacto + Fin de ano
ARACATACA;0.0;0.0;80340000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55620000.0;135960000.0;Firma de pacto + Fin de ano
BOCATOMA;0.0;0.0;37960000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26280000.0;64240000.0;Firma de pacto + Fin de ano
JOYA;0.0;0.0;65780000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45540000.0;111320000.0;Firma de pacto + Fin de ano
ESMERALDA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Firma de pacto + Fin de ano
NARANJOS;0.0;0.0;28600000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19800000.0;48400000.0;Firma de pacto + Fin de ano
YUNQUE;0.0;0.0;17940000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12420000.0;30360000.0;Firma de pacto + Fin de ano
DONAMA;0.0;0.0;39260000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27180000.0;66440000.0;Firma de pacto + Fin de ano
BURDEOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Firma de pacto + Fin de ano
DON MARCE SUR 2;0.0;0.0;18980000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13140000.0;32120000.0;Firma de pacto + Fin de ano
LAS MARGARITAS;0.0;0.0;31980000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22140000.0;54120000.0;Firma de pacto + Fin de ano
LA CECILIA;0.0;0.0;16640000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11520000.0;28160000.0;Firma de pacto + Fin de ano
JOSEFINA;0.0;0.0;22360000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15480000.0;37840000.0;Firma de pacto + Fin de ano
SAN ALFREDO;0.0;0.0;13260000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9180000.0;22440000.0;Firma de pacto + Fin de ano
VICTORIA;0.0;0.0;52000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36000000.0;88000000.0;Firma de pacto + Fin de ano
CIRCASIA;0.0;0.0;31980000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22140000.0;54120000.0;Firma de pacto + Fin de ano
CIENAGA;0.0;0.0;13520000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9360000.0;22880000.0;Firma de pacto + Fin de ano
MARIA;0.0;0.0;12220000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8460000.0;20680000.0;Firma de pacto + Fin de ano
REMANSO;0.0;0.0;100360000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69480000.0;169840000.0;Firma de pacto + Fin de ano
PIEDECUESTA;0.0;0.0;43160000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29880000.0;73040000.0;Firma de pacto + Fin de ano
NAUTICA;0.0;0.0;112580000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59940000.0;172520000.0;Firma de pacto + Fin de ano
LAS LINAS;0.0;0.0;77480000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53100000.0;130580000.0;Firma de pacto + Fin de ano
DON ALI;0.0;0.0;50960000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33660000.0;84620000.0;Firma de pacto + Fin de ano
DR4 DON ALI;0.0;0.0;4940000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3420000.0;8360000.0;Firma de pacto + Fin de ano
DON CARLOS;0.0;0.0;15340000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10620000.0;25960000.0;Firma de pacto + Fin de ano
EVA NORTE;0.0;0.0;115440000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81360000.0;196800000.0;Firma de pacto + Fin de ano
DON PEDRO;0.0;0.0;57980000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40140000.0;98120000.0;Firma de pacto + Fin de ano
LA VELA;0.0;0.0;40040000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27000000.0;67040000.0;Firma de pacto + Fin de ano
ESPERANZA;0.0;0.0;39260000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24120000.0;63380000.0;Firma de pacto + Fin de ano
LINA MARGARITA;0.0;0.0;23400000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20160000.0;43560000.0;Firma de pacto + Fin de ano
DON MARCE;0.0;0.0;53300000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40860000.0;94160000.0;Firma de pacto + Fin de ano
ENANO;1007500.62;1007500.62;1007500.62;1007500.62;1007500.62;1007500.62;1007500.62;1007500.62;1007500.62;1007500.62;1007500.62;1007500.62;12090007.439999998;Incapacidades
EVA;1462499.55;1462499.55;1462499.55;1462499.55;1462499.55;1462499.55;1462499.55;1462499.55;1462499.55;1462499.55;1462499.55;1462499.55;17549994.600000005;Incapacidades
SAMI;996667.28;1034583.97;1045417.31;1045417.31;1045417.31;1045417.31;1045417.31;1045417.31;1045417.31;1045417.31;1045417.31;1045417.31;12485424.350000003;Incapacidades
VEGA;406250.25;406250.25;406250.25;406250.25;406250.25;406250.25;406250.25;406250.25;406250.25;406250.25;406250.25;406250.25;4875003.0;Incapacidades
FEDERICA;1175417.3900000001;1153750.71;1142917.37;1175417.3900000001;1175417.3900000001;1175417.3900000001;1175417.3900000001;1175417.3900000001;1175417.3900000001;1175417.3900000001;1175417.3900000001;1175417.3900000001;14050841.980000004;Incapacidades
NEERLANDIA;780000.48;780000.48;780000.48;780000.48;780000.48;780000.48;780000.48;780000.48;780000.48;780000.48;780000.48;780000.48;9360005.760000002;Incapacidades
SAN ANTONIO;850417.1900000001;850417.1900000001;850417.1900000001;850417.1900000001;850417.1900000001;850417.1900000001;850417.1900000001;850417.1900000001;850417.1900000001;850417.1900000001;850417.1900000001;850417.1900000001;10205006.280000001;Incapacidades
MRS;482083.63;400833.58;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;4241252.61;Incapacidades
DON FUAD;1050833.98;1050833.98;1050833.98;1050833.98;1050833.98;1050833.98;1050833.98;1050833.98;1050833.98;1050833.98;1050833.98;1050833.98;12610007.760000004;Incapacidades
EUFEMIA;1657501.02;1657501.02;1657501.02;1657501.02;1625001.0;1587084.31;1587084.31;1587084.31;1587084.31;1587084.31;1587084.31;1587084.31;19364595.25;Incapacidades
OLGA;287083.51;287083.51;287083.51;287083.51;287083.51;287083.51;287083.51;287083.51;287083.51;287083.51;287083.51;287083.51;3445002.119999999;Incapacidades
DON SAID;3331252.05;3331252.05;3331252.05;3331252.05;3331252.05;3331252.05;3331252.05;3331252.05;3331252.05;3331252.05;3331252.05;3331252.05;39975024.6;Incapacidades
ASUNTINA;1505834.26;1505834.26;1505834.26;1505834.26;1505834.26;1505834.26;1505834.26;1505834.26;1505834.26;1505834.26;1505834.26;1505834.26;18070011.12;Incapacidades
PORLAMAR;2962918.49;2962918.49;2962918.49;2962918.49;2962918.49;2962918.49;2962918.49;2962918.49;2962918.49;2962918.49;2962918.49;2962918.49;35555021.88000001;Incapacidades
EL MORRO;292500.18;292500.18;292500.18;292500.18;292500.18;292500.18;292500.18;292500.18;292500.18;292500.18;292500.18;292500.18;3510002.1600000006;Incapacidades
LA PERLA;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;4030002.48;Incapacidades
ARACATACA;1673751.03;1673751.03;1673751.03;1673751.03;1673751.03;1673751.03;1673751.03;1673751.03;1673751.03;1673751.03;1673751.03;1673751.03;20085012.36;Incapacidades
BOCATOMA;790833.8200000001;790833.8200000001;790833.8200000001;790833.8200000001;790833.8200000001;790833.8200000001;790833.8200000001;790833.8200000001;790833.8200000001;790833.8200000001;790833.8200000001;790833.8200000001;9490005.840000002;Incapacidades
JOYA;1370417.51;1370417.51;1370417.51;1370417.51;1370417.51;1370417.51;1370417.51;1370417.51;1370417.51;1370417.51;1370417.51;1370417.51;16445010.12;Incapacidades
ESMERALDA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Incapacidades
NARANJOS;595833.7;595833.7;595833.7;595833.7;595833.7;595833.7;595833.7;595833.7;595833.7;595833.7;595833.7;595833.7;7150004.400000001;Incapacidades
YUNQUE;373750.23;373750.23;373750.23;373750.23;373750.23;373750.23;373750.23;373750.23;373750.23;373750.23;373750.23;373750.23;4485002.76;Incapacidades
DONAMA;817917.17;817917.17;817917.17;817917.17;817917.17;817917.17;817917.17;817917.17;817917.17;817917.17;817917.17;817917.17;9815006.040000001;Incapacidades
BURDEOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Incapacidades
DON MARCE SUR 2;395416.91000000003;395416.91000000003;395416.91000000003;395416.91000000003;395416.91000000003;395416.91000000003;395416.91000000003;395416.91000000003;395416.91000000003;395416.91000000003;395416.91000000003;395416.91000000003;4745002.920000001;Incapacidades
LAS MARGARITAS;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;7995004.920000001;Incapacidades
LA CECILIA;346666.88;346666.88;346666.88;346666.88;346666.88;346666.88;346666.88;346666.88;346666.88;346666.88;346666.88;346666.88;4160002.559999999;Incapacidades
JOSEFINA;465833.62;465833.62;465833.62;465833.62;465833.62;465833.62;465833.62;465833.62;465833.62;465833.62;465833.62;465833.62;5590003.44;Incapacidades
SAN ALFREDO;276250.17;276250.17;276250.17;276250.17;276250.17;276250.17;276250.17;276250.17;276250.17;276250.17;276250.17;276250.17;3315002.0399999996;Incapacidades
VICTORIA;1083334.0;1083334.0;1083334.0;1083334.0;1083334.0;1083334.0;1083334.0;1083334.0;1083334.0;1083334.0;1083334.0;1083334.0;13000008.0;Incapacidades
CIRCASIA;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;7995004.920000001;Incapacidades
CIENAGA;281666.84;281666.84;281666.84;281666.84;281666.84;281666.84;281666.84;281666.84;281666.84;281666.84;281666.84;281666.84;3380002.0799999996;Incapacidades
MARIA;254583.49;254583.49;254583.49;254583.49;254583.49;254583.49;254583.49;254583.49;254583.49;254583.49;254583.49;254583.49;3055001.880000001;Incapacidades
REMANSO;2090834.62;2090834.62;2090834.62;2090834.62;2090834.62;2090834.62;2090834.62;2090834.62;2090834.62;2090834.62;2090834.62;2090834.62;25090015.44000001;Incapacidades
PIEDECUESTA;899167.22;899167.22;899167.22;899167.22;899167.22;899167.22;899167.22;899167.22;899167.22;899167.22;899167.22;899167.22;10790006.64;Incapacidades
NAUTICA;2345418.11;2345418.11;2345418.11;2345418.11;2345418.11;2210001.36;1803751.11;1803751.11;1803751.11;1803751.11;1803751.11;1803751.11;24759598.569999997;Incapacidades
LAS LINAS;1614167.66;1614167.66;1614167.66;1614167.66;1587084.31;1489584.25;1489584.25;1516667.6;1597917.65;1597917.65;1597917.65;1597917.65;18931261.65;Incapacidades
DON ALI;1061667.32;1061667.32;1061667.32;1061667.32;1061667.32;1034583.97;1012917.29;1012917.29;1012917.29;1012917.29;1012917.29;1012917.29;12420424.309999999;Incapacidades
DR4 DON ALI;102916.73;102916.73;102916.73;102916.73;102916.73;102916.73;102916.73;102916.73;102916.73;102916.73;102916.73;102916.73;1235000.76;Incapacidades
DON CARLOS;319583.53;319583.53;319583.53;319583.53;319583.53;319583.53;319583.53;319583.53;319583.53;319583.53;319583.53;319583.53;3835002.3600000013;Incapacidades
EVA NORTE;2502501.54;2480834.86;2405001.48;2426668.16;2448334.84;2448334.84;2448334.84;2448334.84;2448334.84;2448334.84;2448334.84;2448334.84;29401684.76;Incapacidades
DON PEDRO;1207917.41;1207917.41;1207917.41;1207917.41;1207917.41;1207917.41;1207917.41;1207917.41;1207917.41;1207917.41;1207917.41;1207917.41;14495008.92;Incapacidades
LA VELA;834167.18;834167.18;834167.18;834167.18;834167.18;823333.84;812500.5;812500.5;812500.5;812500.5;812500.5;812500.5;9869172.74;Incapacidades
ESPERANZA;812500.5;817917.17;817917.17;817917.17;817917.17;769167.14;725833.78;725833.78;725833.78;725833.78;725833.78;725833.78;9208339.0;Incapacidades
LINA MARGARITA;487500.3;487500.3;487500.3;487500.3;520000.32;601250.37;606667.04;606667.04;606667.04;606667.04;606667.04;606667.04;6711254.130000001;Incapacidades
DON MARCE;747500.46;926250.5700000001;1110417.35;1229584.09;1229584.09;1229584.09;1229584.09;1229584.09;1229584.09;1229584.09;1229584.09;1229584.09;13850425.19;Incapacidades
ENANO;967200.0;967200.0;967200.0;967200.0;967200.0;967200.0;967200.0;967200.0;967200.0;967200.0;967200.0;967200.0;11606400.0;Indemnizaciones
EVA;702000.0;702000.0;702000.0;702000.0;702000.0;702000.0;702000.0;702000.0;702000.0;702000.0;702000.0;702000.0;8424000.0;Indemnizaciones
SAMI;956800.0;993200.0;1003600.0;1003600.0;1003600.0;1003600.0;1003600.0;1003600.0;1003600.0;1003600.0;1003600.0;1003600.0;11986000.0;Indemnizaciones
VEGA;390000.0;390000.0;390000.0;390000.0;390000.0;390000.0;390000.0;390000.0;390000.0;390000.0;390000.0;390000.0;4680000.0;Indemnizaciones
FEDERICA;1128400.0;1107600.0;1097200.0;1128400.0;1128400.0;1128400.0;1128400.0;1128400.0;1128400.0;1128400.0;1128400.0;1128400.0;13488800.0;Indemnizaciones
NEERLANDIA;748800.0;748800.0;748800.0;748800.0;748800.0;748800.0;748800.0;748800.0;748800.0;748800.0;748800.0;748800.0;8985600.0;Indemnizaciones
SAN ANTONIO;816400.0;816400.0;816400.0;816400.0;816400.0;816400.0;816400.0;816400.0;816400.0;816400.0;816400.0;816400.0;9796800.0;Indemnizaciones
MRS;462800.0;384800.0;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;4071600.0;Indemnizaciones
DON FUAD;1008800.0;1008800.0;1008800.0;1008800.0;1008800.0;1008800.0;1008800.0;1008800.0;1008800.0;1008800.0;1008800.0;1008800.0;12105600.0;Indemnizaciones
EUFEMIA;1591200.0;1591200.0;1591200.0;1591200.0;1560000.0;1523600.0;1523600.0;1523600.0;1523600.0;1523600.0;1523600.0;1523600.0;18590000.0;Indemnizaciones
OLGA;275600.0;275600.0;275600.0;275600.0;275600.0;275600.0;275600.0;275600.0;275600.0;275600.0;275600.0;275600.0;3307200.0;Indemnizaciones
DON SAID;3198000.0;3198000.0;3198000.0;3198000.0;3198000.0;3198000.0;3198000.0;3198000.0;3198000.0;3198000.0;3198000.0;3198000.0;38376000.0;Indemnizaciones
ASUNTINA;1445600.0;1445600.0;1445600.0;1445600.0;1445600.0;1445600.0;1445600.0;1445600.0;1445600.0;1445600.0;1445600.0;1445600.0;17347200.0;Indemnizaciones
PORLAMAR;2844400.0;2844400.0;2844400.0;2844400.0;2844400.0;2844400.0;2844400.0;2844400.0;2844400.0;2844400.0;2844400.0;2844400.0;34132800.0;Indemnizaciones
EL MORRO;280800.0;280800.0;280800.0;280800.0;280800.0;280800.0;280800.0;280800.0;280800.0;280800.0;280800.0;280800.0;3369600.0;Indemnizaciones
LA PERLA;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;3868800.0;Indemnizaciones
ARACATACA;1606800.0;1606800.0;1606800.0;1606800.0;1606800.0;1606800.0;1606800.0;1606800.0;1606800.0;1606800.0;1606800.0;1606800.0;19281600.0;Indemnizaciones
BOCATOMA;759200.0;759200.0;759200.0;759200.0;759200.0;759200.0;759200.0;759200.0;759200.0;759200.0;759200.0;759200.0;9110400.0;Indemnizaciones
JOYA;1315600.0;1315600.0;1315600.0;1315600.0;1315600.0;1315600.0;1315600.0;1315600.0;1315600.0;1315600.0;1315600.0;1315600.0;15787200.0;Indemnizaciones
ESMERALDA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Indemnizaciones
NARANJOS;572000.0;572000.0;572000.0;572000.0;572000.0;572000.0;572000.0;572000.0;572000.0;572000.0;572000.0;572000.0;6864000.0;Indemnizaciones
YUNQUE;358800.0;358800.0;358800.0;358800.0;358800.0;358800.0;358800.0;358800.0;358800.0;358800.0;358800.0;358800.0;4305600.0;Indemnizaciones
DONAMA;785200.0;785200.0;785200.0;785200.0;785200.0;785200.0;785200.0;785200.0;785200.0;785200.0;785200.0;785200.0;9422400.0;Indemnizaciones
BURDEOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Indemnizaciones
DON MARCE SUR 2;379600.0;379600.0;379600.0;379600.0;379600.0;379600.0;379600.0;379600.0;379600.0;379600.0;379600.0;379600.0;4555200.0;Indemnizaciones
LAS MARGARITAS;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;7675200.0;Indemnizaciones
LA CECILIA;332800.0;332800.0;332800.0;332800.0;332800.0;332800.0;332800.0;332800.0;332800.0;332800.0;332800.0;332800.0;3993600.0;Indemnizaciones
JOSEFINA;447200.0;447200.0;447200.0;447200.0;447200.0;447200.0;447200.0;447200.0;447200.0;447200.0;447200.0;447200.0;5366400.0;Indemnizaciones
SAN ALFREDO;265200.0;265200.0;265200.0;265200.0;265200.0;265200.0;265200.0;265200.0;265200.0;265200.0;265200.0;265200.0;3182400.0;Indemnizaciones
VICTORIA;1040000.0;1040000.0;1040000.0;1040000.0;1040000.0;1040000.0;1040000.0;1040000.0;1040000.0;1040000.0;1040000.0;1040000.0;12480000.0;Indemnizaciones
CIRCASIA;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;7675200.0;Indemnizaciones
CIENAGA;270400.0;270400.0;270400.0;270400.0;270400.0;270400.0;270400.0;270400.0;270400.0;270400.0;270400.0;270400.0;3244800.0;Indemnizaciones
MARIA;244400.0;244400.0;244400.0;244400.0;244400.0;244400.0;244400.0;244400.0;244400.0;244400.0;244400.0;244400.0;2932800.0;Indemnizaciones
REMANSO;2007200.0;2007200.0;2007200.0;2007200.0;2007200.0;2007200.0;2007200.0;2007200.0;2007200.0;2007200.0;2007200.0;2007200.0;24086400.0;Indemnizaciones
PIEDECUESTA;863200.0;863200.0;863200.0;863200.0;863200.0;863200.0;863200.0;863200.0;863200.0;863200.0;863200.0;863200.0;10358400.0;Indemnizaciones
NAUTICA;2251600.0;2251600.0;2251600.0;2251600.0;2251600.0;2121600.0;1731600.0;1731600.0;1731600.0;1731600.0;1731600.0;1731600.0;23769200.0;Indemnizaciones
LAS LINAS;1549600.0;1549600.0;1549600.0;1549600.0;1523600.0;1430000.0;1430000.0;1456000.0;1534000.0;1534000.0;1534000.0;1534000.0;18174000.0;Indemnizaciones
DON ALI;1019200.0;1019200.0;1019200.0;1019200.0;1019200.0;993200.0;972400.0;972400.0;972400.0;972400.0;972400.0;972400.0;11923600.0;Indemnizaciones
DR4 DON ALI;98800.0;98800.0;98800.0;98800.0;98800.0;98800.0;98800.0;98800.0;98800.0;98800.0;98800.0;98800.0;1185600.0;Indemnizaciones
DON CARLOS;306800.0;306800.0;306800.0;306800.0;306800.0;306800.0;306800.0;306800.0;306800.0;306800.0;306800.0;306800.0;3681600.0;Indemnizaciones
EVA NORTE;2402400.0;2381600.0;2308800.0;2329600.0;2350400.0;2350400.0;2350400.0;2350400.0;2350400.0;2350400.0;2350400.0;2350400.0;28225600.0;Indemnizaciones
DON PEDRO;1159600.0;1159600.0;1159600.0;1159600.0;1159600.0;1159600.0;1159600.0;1159600.0;1159600.0;1159600.0;1159600.0;1159600.0;13915200.0;Indemnizaciones
LA VELA;800800.0;800800.0;800800.0;800800.0;800800.0;790400.0;780000.0;780000.0;780000.0;780000.0;780000.0;780000.0;9474400.0;Indemnizaciones
ESPERANZA;780000.0;785200.0;785200.0;785200.0;785200.0;738400.0;696800.0;696800.0;696800.0;696800.0;696800.0;696800.0;8840000.0;Indemnizaciones
LINA MARGARITA;468000.0;468000.0;468000.0;468000.0;499200.0;577200.0;582400.0;582400.0;582400.0;582400.0;582400.0;582400.0;6442800.0;Indemnizaciones
DON MARCE;717600.0;889200.0;1066000.0;1180400.0;1180400.0;1180400.0;1180400.0;1180400.0;1180400.0;1180400.0;1180400.0;1180400.0;13296400.0;Indemnizaciones
ENANO;531000.0;531000.0;531000.0;531000.0;531000.0;531000.0;531000.0;531000.0;531000.0;7058000.0;531000.0;531000.0;12899000.0;SGSST
EVA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
SAMI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
VEGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
FEDERICA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
NEERLANDIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
SAN ANTONIO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
MRS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
DON FUAD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
EUFEMIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
OLGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
DON SAID;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
ASUNTINA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
PORLAMAR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
EL MORRO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
LA PERLA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
ARACATACA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
BOCATOMA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
JOYA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
ESMERALDA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
NARANJOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
YUNQUE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
DONAMA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
BURDEOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
DON MARCE SUR 2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
LAS MARGARITAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
LA CECILIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
JOSEFINA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SGSST
