ID,FINCA,MAESTRA,PROMEDIADO,PRESTACIONES,FACTOR
100020,ESPERANZA,ORG NORTE,G04,0.3887,0.0
100020,LINA MARGARITA,PLAT,G04,0.3887,0.0
100020,DON MARCE,PLAT,G04,0.3887,0.0
100021,ENANO,REG SUR,G04,0.3887,0.0
100021,EVA,REG SUR,G04,0.3887,0.0
100021,SAMI,REG SUR,G04,0.3887,0.0
100021,VEGA,REG SUR,G04,0.3887,0.0
100021,FEDERICA,REG SUR,G04,0.3887,0.0
100021,NEERLANDIA,SG,G04,0.3887,1.0
100021,SAN ANTONIO,SG,G04,0.3887,1.0
100021,MRS,REG SUR,G04,0.3887,0.0
100021,DON FUAD,REG SUR,G04,0.3887,0.0
100021,EUFEMIA,EUF,G04,0.3887,1.0
100021,OLGA,EUF,G04,0.3887,1.0
100021,DON SAID,REG SUR,G04,0.3887,0.0
100021,ASUNTINA,REG SUR,G04,0.3887,0.0
100021,PORLAMAR,REG SUR,G05,0.3887,0.0
100021,EL MORRO,REG SUR,G04,0.3887,0.0
100021,LA PERLA,REG SUR,G04,0.3887,0.0
100021,ARACATACA,REG SUR,G05,0.3887,0.0
100021,BOCATOMA,REG SUR,G04,0.3887,0.0
100021,JOYA,REG SUR,G04,0.3887,0.0
100021,ESMERALDA,REG SUR,G04,0.3887,0.0
100021,NARANJOS,REG SUR,G04,0.3887,0.0
100021,YUNQUE,REG SUR,G04,0.3887,0.0
100021,DONAMA,REG SUR,G04,0.3887,0.0
100021,BURDEOS,REG SUR,G04,0.3887,0.0
100021,DON MARCE SUR 2,ORG SUR,G04,0.3887,0.0
100021,LAS MARGARITAS,ORG SUR,G04,0.3887,0.0
100021,LA CECILIA,ORG SUR,G04,0.3887,0.0
100021,JOSEFINA,ORG SUR,G04,0.3887,0.0
100021,SAN ALFREDO,ORG SUR,G04,0.3887,0.0
100021,VICTORIA,ORG SUR,G04,0.3887,0.0
100021,CIRCASIA,ORG SUR,G04,0.3887,0.0
100021,CIÉNAGA,ORG SUR,G04,0.3887,0.0
100021,MARÍA,ORG SUR,G04,0.3887,0.0
100021,REMANSO,ORG SUR,G04,0.3887,0.0
100021,PIEDECUESTA,ORG SUR,G04,0.3887,0.0
100021,NÁUTICA,CESAR,G05,0.3887,0.0
100021,LAS LINAS,LINAS,G04,0.3887,0.0
100021,DON ALÍ,ORG NORTE,G04,0.3887,0.0
100021,DR4 DON ALÍ,ORG NORTE,G04,0.3887,0.0
100021,DON CARLOS,ORG NORTE,G04,0.3887,0.0
100021,EVA NORTE,ORG NORTE,G05,0.3887,0.0
100021,DON PEDRO,ORG NORTE,G04,0.3887,0.0
100021,LA VELA,ORG NORTE,G04,0.3887,0.0
100021,ESPERANZA,ORG NORTE,G04,0.3887,0.0
100021,LINA MARGARITA,PLAT,G04,0.3887,0.0
100021,DON MARCE,PLAT,G04,0.3887,0.0
100022,ENANO,REG SUR,G04,0.3887,0.0
100022,EVA,REG SUR,G04,0.3887,0.0
100022,SAMI,REG SUR,G04,0.3887,0.0
100022,VEGA,REG SUR,G04,0.3887,0.0
100022,FEDERICA,REG SUR,G04,0.3887,0.0
100022,NEERLANDIA,SG,G04,0.3887,0.0
100022,SAN ANTONIO,SG,G04,0.3887,0.0
100022,MRS,REG SUR,G04,0.3887,0.0
100022,DON FUAD,REG SUR,G04,0.3887,0.0
100022,EUFEMIA,EUF,G04,0.3887,0.0
100022,OLGA,EUF,G04,0.3887,0.0
100022,DON SAID,REG SUR,G04,0.3887,0.0
100022,ASUNTINA,REG SUR,G04,0.3887,0.0
100022,PORLAMAR,REG SUR,G05,0.3887,0.0
100022,EL MORRO,REG SUR,G04,0.3887,0.0
100022,LA PERLA,REG SUR,G04,0.3887,0.0
100022,ARACATACA,REG SUR,G05,0.3887,0.0
100022,BOCATOMA,REG SUR,G04,0.3887,0.0
100022,JOYA,REG SUR,G04,0.3887,0.0
100022,ESMERALDA,REG SUR,G04,0.3887,0.0
100022,NARANJOS,REG SUR,G04,0.3887,0.0
100022,YUNQUE,REG SUR,G04,0.3887,0.0
100022,DONAMA,REG SUR,G04,0.3887,0.0
100022,BURDEOS,REG SUR,G04,0.3887,0.0
100022,DON MARCE SUR 2,ORG SUR,G04,0.3887,0.0
100022,LAS MARGARITAS,ORG SUR,G04,0.3887,0.0
100022,LA CECILIA,ORG SUR,G04,0.3887,0.0
100022,JOSEFINA,ORG SUR,G04,0.3887,0.0
100022,SAN ALFREDO,ORG SUR,G04,0.3887,0.0
100022,VICTORIA,ORG SUR,G04,0.3887,0.0
100022,CIRCASIA,ORG SUR,G04,0.3887,0.0
100022,CIÉNAGA,ORG SUR,G04,0.3887,0.0
100022,MARÍA,ORG SUR,G04,0.3887,0.0
100022,REMANSO,ORG SUR,G04,0.3887,0.0
100022,PIEDECUESTA,ORG SUR,G04,0.3887,0.0
100022,NÁUTICA,CESAR,G05,0.3887,0.0
100022,LAS LINAS,LINAS,G04,0.3887,0.0
100022,DON ALÍ,ORG NORTE,G04,0.3887,0.0
100022,DR4 DON ALÍ,ORG NORTE,G04,0.3887,0.0
100022,DON CARLOS,ORG NORTE,G04,0.3887,0.0
100022,EVA NORTE,ORG NORTE,G05,0.3887,0.0
100022,DON PEDRO,ORG NORTE,G04,0.3887,0.0
100022,LA VELA,ORG NORTE,G04,0.3887,0.0
100022,ESPERANZA,ORG NORTE,G04,0.3887,0.0
100022,LINA MARGARITA,PLAT,G04,0.3887,0.0
100022,DON MARCE,PLAT,G04,0.3887,0.0
